ticker,has_prices,has_consolidated,price_min_date,price_max_date,n_snapshots_master_dataset,ticker_ok,missing_pct_fundamental,missing_pct_technical,missing_pct_valuation,missing_pct_insider,missing_pct_sentiment
A,True,True,1999-12-31,2026-04-02,65,True,0.46153846153846156,0.056410256410256404,0.2136752136752137,0.0,0.9100591715976332
AAL,True,True,2005-09-27,2026-04-02,56,True,0.34880952380952385,0.05555555555555555,0.7202380952380952,0.125,0.9340659340659341
AAPL,True,True,1999-12-31,2026-04-02,64,True,0.16875,0.05555555555555555,0.24131944444444445,0.0,0.8990384615384616
ABBV,True,True,2013-01-02,2026-04-02,52,True,0.30256410256410254,0.05876068376068376,0.1452991452991453,0.0,0.8920118343195264
ABNB,True,True,2020-12-10,2026-04-02,20,True,0.3366666666666667,0.0638888888888889,0.26666666666666666,0.0,0.8307692307692307
ABT,True,True,1999-12-31,2026-04-02,64,True,0.32708333333333334,0.05555555555555555,0.12152777777777778,0.0,0.9206730769230769
ACGL,True,True,1999-12-31,2026-04-02,63,True,0.48783068783068784,0.05555555555555555,0.35978835978835977,0.0,0.8974358974358974
ACN,True,True,2001-07-19,2026-04-02,64,True,0.29791666666666666,0.05642361111111111,0.18229166666666666,0.0,0.8882211538461539
ADBE,True,True,1999-12-31,2026-04-02,65,True,0.1682051282051282,0.056410256410256404,0.2,0.0,0.8982248520710059
ADI,True,True,1999-12-31,2026-04-02,65,True,0.19076923076923077,0.056410256410256404,0.23247863247863249,0.011538461538461539,0.9041420118343196
ADM,True,True,1999-12-31,2026-04-02,64,True,0.22291666666666668,0.05555555555555555,0.2604166666666667,0.0,0.9110576923076923
ADP,True,True,1999-12-31,2026-04-02,63,True,0.3693121693121693,0.05555555555555555,0.41269841269841273,0.0,0.9023199023199022
ADSK,True,True,1999-12-31,2026-04-02,65,True,0.17333333333333334,0.056410256410256404,0.33162393162393167,0.011538461538461539,0.9005917159763313
AEE,True,True,1999-12-31,2026-04-02,64,True,0.36041666666666666,0.05555555555555555,0.4722222222222222,0.0,0.9170673076923077
AEP,True,True,1999-12-31,2026-04-02,49,True,0.32108843537414966,0.05555555555555555,0.14285714285714288,0.00510204081632653,0.9387755102040816
AES,True,True,1999-12-31,2026-04-02,64,True,0.33958333333333335,0.05555555555555555,0.5659722222222222,0.01171875,0.921875
AFL,True,True,1999-12-31,2026-04-02,64,True,0.5270833333333333,0.05555555555555555,0.3802083333333333,0.0078125,0.8978365384615384
AIG,True,True,1999-12-31,2026-04-02,64,True,0.48541666666666666,0.05555555555555555,0.4947916666666667,0.0,0.9146634615384616
AIZ,True,True,2004-02-05,2026-04-02,64,True,0.490625,0.05555555555555555,0.2899305555555556,0.0,0.9002403846153846
AJG,True,True,1999-12-31,2026-04-02,63,True,0.3904761904761905,0.05555555555555555,0.6878306878306878,0.0,0.901098901098901
AKAM,True,True,1999-12-31,2026-04-02,63,True,0.3566137566137566,0.05555555555555555,0.07936507936507936,0.0,0.9072039072039071
ALB,True,True,1999-12-31,2026-04-02,63,True,0.1693121693121693,0.05555555555555555,0.13051146384479717,0.003968253968253968,0.9023199023199022
ALGN,True,True,2001-01-30,2026-04-02,63,True,0.1693121693121693,0.05555555555555555,0.08112874779541446,0.003968253968253968,0.9047619047619047
ALL,True,True,1999-12-31,2026-04-02,64,True,0.5333333333333333,0.05555555555555555,0.2916666666666667,0.0078125,0.9038461538461539
ALLE,True,True,2013-11-18,2026-04-02,48,True,0.32222222222222224,0.059027777777777776,0.19675925925925924,0.0,0.8990384615384615
AMAT,True,True,1999-12-31,2026-04-02,65,True,0.17333333333333334,0.056410256410256404,0.2837606837606838,0.0,0.9088757396449705
AMCR,True,True,2012-05-15,2026-04-02,28,True,0.22857142857142856,0.05555555555555555,0.7182539682539683,0.017857142857142856,0.8653846153846152
AMD,True,True,1999-12-31,2026-04-02,63,True,0.25502645502645505,0.05555555555555555,0.3633156966490299,0.0,0.9365079365079365
AME,True,True,1999-12-31,2026-04-02,64,True,0.3229166666666667,0.05555555555555555,0.0798611111111111,0.0,0.9014423076923077
AMGN,True,True,1999-12-31,2026-04-02,64,True,0.35625,0.05555555555555555,0.16493055555555555,0.0,0.9002403846153846
AMP,True,True,2005-09-15,2026-04-02,64,True,0.49895833333333334,0.05555555555555555,0.6666666666666666,0.0,0.9014423076923077
AMT,True,True,1999-12-31,2026-04-02,64,True,0.296875,0.05555555555555555,0.1284722222222222,0.00390625,0.90625
AMTM,True,True,2024-09-24,2026-04-02,7,True,0.5142857142857143,0.12698412698412698,0.873015873015873,0.5,0.5494505494505495
AMZN,True,True,1999-12-31,2026-04-02,64,True,0.29791666666666666,0.05555555555555555,0.296875,0.00390625,0.9122596153846154
ANET,True,True,2014-06-06,2026-04-02,47,True,0.18439716312056736,0.06382978723404255,0.15602836879432624,0.010638297872340425,0.8936170212765959
ANSS,False,True,,,0,False,,,,,
AON,True,True,1999-12-31,2026-04-02,64,True,0.2947916666666667,0.05555555555555555,0.078125,0.0625,0.8978365384615384
AOS,True,True,1999-12-31,2026-04-02,63,True,0.382010582010582,0.05555555555555555,0.710758377425044,0.007936507936507936,0.9047619047619047
APA,True,True,1999-12-31,2026-04-02,58,True,0.41954022988505746,0.05555555555555555,0.4578544061302682,0.0,0.8938992042440318
APD,True,True,1999-12-31,2026-04-02,64,True,0.296875,0.05555555555555555,0.11805555555555555,0.01171875,0.8954326923076923
APH,True,True,1999-12-31,2026-04-02,64,True,0.2989583333333333,0.05555555555555555,0.19618055555555555,0.03515625,0.8990384615384616
APO,True,True,2011-03-30,2026-04-02,16,True,0.55,0.05555555555555555,0.5625,0.0,0.8125
APP,True,True,2021-04-15,2026-04-02,20,True,0.3033333333333334,0.07777777777777778,0.23888888888888887,0.0,0.8269230769230768
APTV,True,True,2011-11-17,2026-04-02,56,True,0.36071428571428577,0.05853174603174603,0.3531746031746032,0.20982142857142855,0.896978021978022
ARE,True,True,1999-12-31,2026-04-02,63,True,0.6338624338624339,0.05555555555555555,0.8148148148148149,0.0,0.927960927960928
ARES,True,True,2014-05-02,2026-04-02,47,True,0.5092198581560283,0.06028368794326241,1.0,0.010638297872340425,0.9525368248772506
ATO,True,True,1999-12-31,2026-04-02,62,True,0.38064516129032255,0.05555555555555555,0.41935483870967744,0.0,0.9168734491315138
AVB,True,True,1999-12-31,2026-04-02,64,True,0.5197916666666667,0.05555555555555555,0.71875,0.0,0.9110576923076923
