fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,fundamental,0.5222,Outperform,False,LRCX — Score: 0.52 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,valuation,0.671,Outperform,False,LRCX — Score: 0.67 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,momentum,0.5776,Outperform,False,LRCX — Score: 0.58 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,bear,0.5765,Outperform,False,LRCX — Score: 0.58 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,sector_rotation,0.7511,Outperform,False,LRCX — Score: 0.75 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,LRCX,0.8982,Outperform,selected_above_threshold,True,1,meta_learner,0.8982,Outperform,False,LRCX — Score: 0.90 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.31) + Positive net margin (net_margin=0.26) + Revenue growth (revenue_yoy_growth=0.40),"ROE solido=0.308, Margen neto positivo=0.255, Crecimiento de ingresos=0.397",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.3075903778879756, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2551785177762498, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.39670920463812476, ""direction"": ""positive""}]"
2021Q1,AVGO,0.874,Outperform,selected_above_threshold,True,4,fundamental,0.5678,Outperform,False,AVGO — Score: 0.57 (Outperform) (Rule-based explanation — install shap for full analysis) - High debt vs EBITDA (debt_to_ebitda=10.02) + Revenue growth (revenue_yoy_growth=0.03),Crecimiento de ingresos=0.029,Deuda elevada vs EBITDA=10.024,"[{""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 10.02366716492277, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.028977824896192245, ""direction"": ""positive""}]"
2021Q1,AVGO,0.874,Outperform,selected_above_threshold,True,4,valuation,0.4437,Underperform,False,AVGO — Score: 0.44 (Underperform) (Rule-based explanation — install shap for full analysis) - High debt vs EBITDA (debt_to_ebitda=10.02) + Revenue growth (revenue_yoy_growth=0.03),Crecimiento de ingresos=0.029,Deuda elevada vs EBITDA=10.024,"[{""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 10.02366716492277, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.028977824896192245, ""direction"": ""positive""}]"
2021Q1,AVGO,0.874,Outperform,selected_above_threshold,True,4,momentum,0.5581,Outperform,False,AVGO — Score: 0.56 (Outperform) (Rule-based explanation — install shap for full analysis) - High debt vs EBITDA (debt_to_ebitda=10.02) + Revenue growth (revenue_yoy_growth=0.03),Crecimiento de ingresos=0.029,Deuda elevada vs EBITDA=10.024,"[{""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 10.02366716492277, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.028977824896192245, ""direction"": ""positive""}]"
2021Q1,AVGO,0.874,Outperform,selected_above_threshold,True,4,bear,0.5869,Outperform,False,AVGO — Score: 0.59 (Outperform) (Rule-based explanation — install shap for full analysis) - High debt vs EBITDA (debt_to_ebitda=10.02) + Revenue growth (revenue_yoy_growth=0.03),Crecimiento de ingresos=0.029,Deuda elevada vs EBITDA=10.024,"[{""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 10.02366716492277, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.028977824896192245, ""direction"": ""positive""}]"
