fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,fundamental,0.434,Underperform,False,PAYC — Score: 0.43 (Underperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,valuation,0.3416,Underperform,False,PAYC — Score: 0.34 (Underperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,momentum,0.6912,Outperform,False,PAYC — Score: 0.69 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,bear,0.418,Underperform,False,PAYC — Score: 0.42 (Underperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,sentiment,0.4745,Underperform,False,PAYC — Score: 0.47 (Underperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,sector_rotation,0.8207,Outperform,False,PAYC — Score: 0.82 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,PAYC,0.8787,Outperform,selected_above_threshold,True,1,meta_learner,0.8787,Outperform,False,PAYC — Score: 0.88 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.20) + Positive net margin (net_margin=0.23) + Revenue growth (revenue_yoy_growth=0.08),"ROE solido=0.199, Margen neto positivo=0.225, Crecimiento de ingresos=0.085",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1986661986661986, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2252885763566405, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.08498575209435935, ""direction"": ""positive""}]"
2025Q4,ALGN,0.8196,Outperform,selected_above_threshold,True,8,fundamental,0.6622,Outperform,False,ALGN — Score: 0.66 (Outperform) (Rule-based explanation — install shap for full analysis),"Sorpresa de EPS positiva=6.526, MSPR positivo=81.060",,"[{""feature"": ""eps_surprise_pct"", ""description"": ""Sorpresa de EPS positiva"", ""shap_value"": 0.0, ""raw_value"": 6.5263, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 81.06020466666666, ""direction"": ""positive""}]"
2025Q4,ALGN,0.8196,Outperform,selected_above_threshold,True,8,valuation,0.5885,Outperform,False,ALGN — Score: 0.59 (Outperform) (Rule-based explanation — install shap for full analysis),"Sorpresa de EPS positiva=6.526, MSPR positivo=81.060",,"[{""feature"": ""eps_surprise_pct"", ""description"": ""Sorpresa de EPS positiva"", ""shap_value"": 0.0, ""raw_value"": 6.5263, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 81.06020466666666, ""direction"": ""positive""}]"
2025Q4,ALGN,0.8196,Outperform,selected_above_threshold,True,8,momentum,0.7039,Outperform,False,ALGN — Score: 0.70 (Outperform) (Rule-based explanation — install shap for full analysis),"Sorpresa de EPS positiva=6.526, MSPR positivo=81.060",,"[{""feature"": ""eps_surprise_pct"", ""description"": ""Sorpresa de EPS positiva"", ""shap_value"": 0.0, ""raw_value"": 6.5263, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 81.06020466666666, ""direction"": ""positive""}]"
