fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,fundamental,0.5468,Outperform,False,ORLY — Score: 0.55 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,valuation,0.6408,Outperform,False,ORLY — Score: 0.64 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,momentum,0.4754,Underperform,False,ORLY — Score: 0.48 (Underperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,bear,0.4846,Underperform,False,ORLY — Score: 0.48 (Underperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,sector_rotation,0.7893,Outperform,False,ORLY — Score: 0.79 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,ORLY,0.8995,Outperform,selected_above_threshold,True,1,meta_learner,0.8995,Outperform,False,ORLY — Score: 0.90 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.69) + Revenue growth (revenue_yoy_growth=0.11),"Margen neto positivo=0.150, Crecimiento de ingresos=0.113",Riesgo de liquidez=0.687,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1497530724564251, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6867137899973464, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.11284965946818162, ""direction"": ""positive""}]"
2024Q1,AVGO,0.8486,Outperform,selected_above_threshold,True,5,fundamental,0.5367,Outperform,False,AVGO — Score: 0.54 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.43),Margen neto positivo=0.435,,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.4346189483437572, ""direction"": ""positive""}]"
2024Q1,AVGO,0.8486,Outperform,selected_above_threshold,True,5,valuation,0.5602,Outperform,False,AVGO — Score: 0.56 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.43),Margen neto positivo=0.435,,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.4346189483437572, ""direction"": ""positive""}]"
2024Q1,AVGO,0.8486,Outperform,selected_above_threshold,True,5,momentum,0.5578,Outperform,False,AVGO — Score: 0.56 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.43),Margen neto positivo=0.435,,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.4346189483437572, ""direction"": ""positive""}]"
2024Q1,AVGO,0.8486,Outperform,selected_above_threshold,True,5,bear,0.5608,Outperform,False,AVGO — Score: 0.56 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.43),Margen neto positivo=0.435,,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.4346189483437572, ""direction"": ""positive""}]"
