report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,operating_cash_flow,gross_profit,interest_expense,depreciation,shares_diluted,shares_basic,current_assets,current_liabilities,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,gross_margin,debt_equity,current_ratio,quick_ratio,roi,roic,eps,ebitda,debt_to_ebitda
2020-03-31,231557000.0,54763000,85742000.0,7759914000,2759142000.0,3360661000.0,118749000.0,187245000.0,-28137000.0,-62188000.0,75360000.0,75360000.0,1147931000.0,4682280000.0,5000772000.0,,3360661000.0,994688000.0,0.019847836755049215,0.007057165839724513,0.2364990045647508,0.8086345910510155,1.2180094391662335,0.2451649623687605,0.2451649623687605,0.011049349258252088,0.014010581713169525,0.7266852441613588,23554000.0,142.67899295236478
2020-06-30,176227000.0,10507000,36613000.0,7789930000,2690684000.0,4059495000.0,62633000.0,139810000.0,-33564000.0,-62784000.0,75394000.0,75394000.0,1147680000.0,4788369000.0,5099246000.0,,4059495000.0,980039000.0,0.0039049550225890516,0.001348792607892497,0.05962196485215092,0.7933517565412791,1.5087223174479054,0.23968077648151176,0.23968077648151176,0.004700042234012373,0.005424004311589367,0.1393612223784386,-26171000.0,-155.11424859577394
2020-09-30,208197000.0,-28289000,60906000.0,7711293000,2577805000.0,4058269000.0,87040000.0,166365000.0,-35690000.0,-65631000.0,75404000.0,75404000.0,1028161000.0,4819933000.0,5133488000.0,,4058269000.0,863279000.0,-0.010974065144570671,-0.0036685157729060484,-0.13587611733118152,0.79907491462413,1.5743118661031381,0.2133143759467196,0.2133143759467196,0.007898286318520124,0.009178017002221494,-0.375165773699008,-4725000.0,-858.89291005291
2020-12-31,219513000.0,94725000,65364000.0,7607624000,2686467000.0,3888599000.0,101507000.0,171154000.0,-37004000.0,-64424000.0,75902000.0,75902000.0,958109000.0,1199367000.0,4921157000.0,3404488000.0,484111000.0,798329000.0,0.03526006461274231,0.012451325144355188,0.4315234177474683,0.7796986966603344,1.4474769278759054,0.7988455576983525,0.7988455576983525,0.008591907276174532,0.009941192985743414,1.247990830281152,940000.0,4136.807446808511
2021-03-31,218161000.0,48236000,65371000.0,7669601000,2743142000.0,3871829000.0,115106000.0,168923000.0,-31722000.0,-63874000.0,76842000.0,76842000.0,941150000.0,1209418000.0,4926459000.0,3404879000.0,466950000.0,779901000.0,0.01758421547262227,0.00628924503373774,0.2211027635553559,0.7743042982017867,1.4114577371495898,0.7781842175327306,0.7781842175327306,0.008523389939059411,0.009882280663059597,0.6277296270268863,1497000.0,2586.3921175684704
2021-06-30,231625000.0,46204000,78863000.0,7678876000,2788462000.0,3871308000.0,132103000.0,188707000.0,-30927000.0,-67675000.0,77444000.0,77480000.0,457561000.0,1105624000.0,4890414000.0,3405282000.0,466026000.0,304268000.0,0.016569707602255294,0.006017026450225268,0.19947760388559094,0.8147091203453859,1.388330915034883,0.4138486501740194,0.4138486501740194,0.010270122866940422,0.011841700238897138,0.5966117452610918,11188000.0,346.0232391848409
2021-09-30,247284000.0,52122000,85573000.0,7634442000,2759132000.0,3862888000.0,118827000.0,168437000.0,-32161000.0,-70611000.0,77575000.0,77485000.0,337431000.0,1088617000.0,4875310000.0,3405685000.0,457203000.0,177591000.0,0.01889072360437993,0.006827218020649053,0.21077789100790995,0.6811479917827276,1.4000374030673415,0.3099630081102904,0.3099630081102904,0.011208808711887522,0.012922491928444794,0.6718917176925556,14962000.0,258.17992247025796
2021-12-31,254154000.0,114936000,74968000.0,7622320000,2876856000.0,4047547000.0,105316000.0,285779000.0,-32079000.0,-77816000.0,78439000.0,78133000.0,331139000.0,1035826000.0,4745464000.0,3406088000.0,641459000.0,162132000.0,0.03995194754273415,0.015078873623778587,0.45222975046625274,1.124432430730974,1.4069341670212203,0.31968593180707955,0.31968593180707955,0.009835325727599997,0.010826637328878749,1.4652915004015858,-2848000.0,-1421.1892556179776
2022-03-31,256771000.0,51984000,85984000.0,7668375000,2928620000.0,3745727000.0,103069000.0,200560000.0,-31453000.0,-71674000.0,78556000.0,77536000.0,341423000.0,1033483000.0,4739755000.0,3406491000.0,339236000.0,157944000.0,0.017750339750462675,0.0067790111985916186,0.20245276919901392,0.7810850913849305,1.2790075188996866,0.33036150570449635,0.33036150570449635,0.011212805842176472,0.012882758418164353,0.6617444880085545,14310000.0,261.75590496156536
2022-06-30,264099000.0,61676000,93600000.0,7810441000,3085739000.0,3728870000.0,157452000.0,212930000.0,-31941000.0,-74461000.0,78556000.0,77536000.0,363929000.0,1009339000.0,4724702000.0,3406895000.0,321975000.0,176559000.0,0.01998743250806371,0.007896609167139218,0.23353363700733437,0.8062506862956694,1.2084204140402024,0.36056171415153876,0.36056171415153876,0.011983958396203236,0.013735197426587497,0.7851214420286166,19139000.0,194.83097340508908
