fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,fundamental,0.6152,Outperform,False,ORLY — Score: 0.62 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,valuation,0.6481,Outperform,False,ORLY — Score: 0.65 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,momentum,0.4833,Underperform,False,ORLY — Score: 0.48 (Underperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,bear,0.6526,Outperform,False,ORLY — Score: 0.65 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,sector_rotation,0.73,Outperform,False,ORLY — Score: 0.73 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,ORLY,0.8785,Outperform,selected_above_threshold,True,2,meta_learner,0.8785,Outperform,False,ORLY — Score: 0.88 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.15) - Liquidity risk (current_ratio=0.70) + Revenue growth (revenue_yoy_growth=0.05),"Margen neto positivo=0.146, Crecimiento de ingresos=0.053, Balance neto insider positivo=0.074",Riesgo de liquidez=0.696,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1455298307016051, ""direction"": ""positive""}, {""feature"": ""current_ratio"", ""description"": ""Riesgo de liquidez"", ""shap_value"": 0.0, ""raw_value"": 0.6961725267603035, ""direction"": ""negative""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.0528072279049618, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.07391176098773757, ""direction"": ""positive""}]"
2025Q1,HCA,0.848,Outperform,selected_above_threshold,True,4,fundamental,0.5044,Outperform,False,HCA — Score: 0.50 (Outperform) (Rule-based explanation — install shap for full analysis) + Revenue growth (revenue_yoy_growth=1.24),"Crecimiento de ingresos=1.245, Balance neto insider positivo=0.671",,"[{""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 1.244785705201577, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.671377183967112, ""direction"": ""positive""}]"
2025Q1,HCA,0.848,Outperform,selected_above_threshold,True,4,valuation,0.5433,Outperform,False,HCA — Score: 0.54 (Outperform) (Rule-based explanation — install shap for full analysis) + Revenue growth (revenue_yoy_growth=1.24),"Crecimiento de ingresos=1.245, Balance neto insider positivo=0.671",,"[{""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 1.244785705201577, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.671377183967112, ""direction"": ""positive""}]"
2025Q1,HCA,0.848,Outperform,selected_above_threshold,True,4,momentum,0.4905,Underperform,False,HCA — Score: 0.49 (Underperform) (Rule-based explanation — install shap for full analysis) + Revenue growth (revenue_yoy_growth=1.24),"Crecimiento de ingresos=1.245, Balance neto insider positivo=0.671",,"[{""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 1.244785705201577, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.671377183967112, ""direction"": ""positive""}]"
2025Q1,HCA,0.848,Outperform,selected_above_threshold,True,4,bear,0.693,Outperform,False,HCA — Score: 0.69 (Outperform) (Rule-based explanation — install shap for full analysis) + Revenue growth (revenue_yoy_growth=1.24),"Crecimiento de ingresos=1.245, Balance neto insider positivo=0.671",,"[{""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 1.244785705201577, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.671377183967112, ""direction"": ""positive""}]"
