fold_id,ticker,pe_value,ev_ebitda_value,rank_pe,rank_ev_ebitda,rank_combined,selected_flag
T02_20200215,BKNG,0.7249740301938724,0.9104126179878723,1.0,2.0,1.5,1
T02_20200215,LRCX,2.541573056567475,0.7903656915239923,4.0,1.0,2.5,1
T02_20200215,ORLY,1.2875164921575857,2.55386174011651,2.0,4.0,3.0,1
T02_20200215,VNO,2.279717911002298,1.8073296359249633,3.0,3.0,3.0,1
T02_20200215,WMT,5.613809313092913,4.852069476365638,6.0,9.0,7.5,1
T02_20200215,AAPL,6.307259553707905,5.314677308846182,11.0,10.0,10.5,1
T02_20200215,ODFL,9.681937332552765,4.704219945176901,17.0,8.0,12.5,1
T02_20200215,CF,9.48019783095559,5.529877104509198,15.0,11.0,13.0,0
T02_20200215,MPC,11.90408200633769,3.1119116480871853,23.0,5.0,14.0,0
T02_20200215,FTNT,7.223636164809719,6.819512722649716,12.0,19.0,15.5,0
T02_20200215,CAT,10.549694609569118,6.394034933721174,19.0,17.0,18.0,0
T02_20200215,SO,9.214952822839306,8.29446659808341,14.0,24.0,19.0,0
T02_20200215,CVS,10.066290937458678,6.924418219514018,18.0,21.0,19.5,0
T02_20200215,RCL,12.193965911865234,6.314456547196324,25.0,15.0,20.0,0
T02_20200215,NI,11.847058464499082,6.682391584267838,22.0,18.0,20.0,0
T02_20200215,BBY,11.565384498009315,6.820850379806844,21.0,20.0,20.5,0
T02_20200215,SRE,6.253302514136255,9.647877276178194,10.0,32.0,21.0,0
T02_20200215,WU,6.15962435941741,10.763190739307174,8.0,37.0,22.5,0
T02_20200215,TGT,15.48871145463718,4.30935783901805,40.0,7.0,23.5,0
T02_20200215,EOG,14.216318438130042,5.618409315062821,36.0,12.0,24.0,0
T02_20200215,CPRT,12.906250000000004,7.761109924898692,26.0,23.0,24.5,0
T02_20200215,XRAY,11.103646540138406,9.574597384586214,20.0,31.0,25.5,0
T02_20200215,MCHP,13.369193228649335,8.998364848536339,28.0,27.0,27.5,0
T02_20200215,RL,13.537777370876736,9.397925431841314,29.0,30.0,29.5,0
T02_20200215,T,17.723759844259252,3.3863477778077797,54.0,6.0,30.0,0
T02_20200215,STX,8.09445302525739,11.983170184668872,13.0,48.0,30.5,0
T02_20200215,TSN,14.532491360330411,6.940701026421089,39.0,22.0,30.5,0
T02_20200215,MU,17.05539358600583,6.254149159663865,48.0,14.0,31.0,0
T02_20200215,WYNN,13.664943059942962,10.41472910271358,30.0,36.0,33.0,0
T02_20200215,NTAP,14.051813906338548,10.290168647326865,33.0,34.0,33.5,0
T02_20200215,MHK,15.75114106478756,9.297498093330521,41.0,29.0,35.0,0
T02_20200215,VZ,18.170806932153166,5.751301230412708,57.0,13.0,35.0,0
T02_20200215,CNP,14.010309435657623,11.341683926584304,32.0,41.0,36.5,0
T02_20200215,NRG,6.230171286670454,15.033066429859588,9.0,65.0,37.0,0
T02_20200215,DVA,17.69135871541844,8.708294040317085,53.0,25.0,39.0,0
T02_20200215,ORCL,14.150510515485491,11.75404633133827,34.0,46.0,40.0,0
T02_20200215,AAP,16.391410593606214,11.006724433816409,43.0,38.0,40.5,0
T02_20200215,WMB,18.410257192758415,8.777137692781434,59.0,26.0,42.5,0
T02_20200215,PWR,14.361702127659575,12.916666389342776,37.0,51.0,44.0,0
T02_20200215,CHRW,18.002500534057617,9.992765284317615,56.0,33.0,44.5,0
T02_20200215,DUK,16.99328838578807,11.373832414359057,46.0,43.0,44.5,0
T02_20200215,UHS,13.786206174953817,13.974689901396856,31.0,60.0,45.5,0
T02_20200215,SEE,9.658333460489908,16.700888856123616,16.0,75.0,45.5,0
T02_20200215,TPR,12.120331570320603,15.287485438994343,24.0,67.0,45.5,0
T02_20200215,GWW,17.6001140673046,11.126235584060469,52.0,39.0,45.5,0
T02_20200215,AZO,16.456405639648438,11.868875567957051,44.0,47.0,45.5,0
T02_20200215,EA,5.080592980148507,19.50354102882179,5.0,88.0,46.5,0
T02_20200215,DGX,17.96974497995559,11.275896551277237,55.0,40.0,47.5,0
T02_20200215,EXPD,14.475345047267936,13.61313664100908,38.0,58.0,48.0,0
T02_20200215,ED,21.728111302248344,10.330209302729271,65.0,35.0,50.0,0
T02_20200215,CBRE,14.18181797881877,15.650889940800994,35.0,68.0,51.5,0
T02_20200215,MOS,27.17391304347826,6.344477711244179,88.0,16.0,52.0,0
T02_20200215,FFIV,19.031343602422456,12.622694351426818,61.0,50.0,55.5,0
T02_20200215,PNW,22.31777784559462,11.572402040896646,69.0,44.0,56.5,0
T02_20200215,TEL,18.660000610351563,13.030101852101609,60.0,53.0,56.5,0
T02_20200215,SYY,16.67590598816048,15.898550844374482,45.0,70.0,57.5,0
T02_20200215,CSCO,17.526119858471315,15.051298164515433,51.0,66.0,58.5,0
T02_20200215,ULTA,20.329193052050986,13.429582573812764,63.0,56.0,59.5,0
T02_20200215,ALB,17.473684091549405,16.310632417465744,50.0,73.0,61.5,0
T02_20200215,DG,19.46182250976563,14.39684675916005,62.0,62.0,62.0,0
T02_20200215,ATO,24.989625922871827,12.408042444490263,77.0,49.0,63.0,0
T02_20200215,AKAM,23.9016782179725,13.141280166770684,72.0,54.0,63.0,0
T02_20200215,JBHT,26.911980365482687,11.372247734220114,85.0,42.0,63.5,0
T02_20200215,V,5.747198504677037,33.15625653934461,7.0,121.0,64.0,0
T02_20200215,DRI,25.950959293064532,12.992152292645107,79.0,52.0,65.5,0
T02_20200215,GRMN,17.0747826617697,18.71327404322303,49.0,83.0,66.0,0
T02_20200215,ETR,13.280198503248762,29.395597313455255,27.0,114.0,70.5,0
T02_20200215,LNT,27.031674967632036,13.383115700089435,87.0,55.0,71.0,0
T02_20200215,QCOM,29.866666158040363,11.578137463403618,98.0,45.0,71.5,0
T02_20200215,NVR,17.020243278266708,21.500222127587534,47.0,96.0,71.5,0
T02_20200215,HD,26.432578077594055,14.407976214347968,81.0,63.0,72.0,0
T02_20200215,BLK,21.117164270201727,18.808852757715158,64.0,85.0,74.5,0
T02_20200215,PNR,15.913669668513238,26.307986093169735,42.0,108.0,75.0,0
T02_20200215,CNC,49.57252094763836,9.034285399760789,124.0,28.0,76.0,0
T02_20200215,EXR,24.770386331582785,16.870065868655253,74.0,78.0,76.0,0
T02_20200215,MDT,24.96383017682015,16.744772631021608,76.0,76.0,76.0,0
T02_20200215,VLO,26.83116863300274,15.807864283822639,84.0,69.0,76.5,0
T02_20200215,MLM,27.219009399414062,14.46299137974274,89.0,64.0,76.5,0
T02_20200215,ACN,25.132543800850595,17.558012664703813,78.0,81.0,79.5,0
T02_20200215,SWKS,22.076066394020323,21.455838433974957,67.0,95.0,81.0,0
T02_20200215,SBUX,24.393442289425376,19.904182574072138,73.0,90.0,81.5,0
T02_20200215,PRGO,23.847107059699447,20.617780923162837,71.0,92.0,81.5,0
T02_20200215,OKE,26.822300821231217,17.408772857649133,83.0,80.0,81.5,0
T02_20200215,XEL,26.919541048364167,18.556580715810373,86.0,82.0,84.0,0
T02_20200215,TXN,21.99833722360519,23.394259345999895,66.0,103.0,84.5,0
T02_20200215,AWK,38.486189868568715,13.87367009522146,113.0,59.0,86.0,0
T02_20200215,CBOE,26.227556837874314,20.84824431465221,80.0,93.0,86.5,0
T02_20200215,APD,30.08343240489131,16.203728501344035,101.0,72.0,86.5,0
T02_20200215,VFC,27.886667887369807,18.74310929729096,90.0,84.0,87.0,0
T02_20200215,PEG,18.332288257754335,32.05346921859608,58.0,119.0,88.5,0
T02_20200215,PAYX,28.053458831595172,19.127352937012006,91.0,86.0,88.5,0
T02_20200215,AEP,22.313978954028055,27.81367699555494,68.0,109.0,88.5,0
T02_20200215,WAB,45.86309705461774,13.559336913530984,121.0,57.0,89.0,0
T02_20200215,VMC,32.80580384390694,16.445732242565594,104.0,74.0,89.0,0
T02_20200215,MCD,28.120465846877025,19.14120317063638,92.0,87.0,89.5,0
T02_20200215,WAT,24.805969868954502,23.743057068647516,75.0,105.0,90.0,0
T02_20200215,CDNS,23.096774820008935,28.7803017769363,70.0,112.0,91.0,0
T02_20200215,PSA,26.668958456382445,22.29260501675877,82.0,100.0,91.0,0
T02_20200215,AME,33.779998779296875,16.765864468060943,107.0,77.0,92.0,0
T02_20200215,IEX,32.13051347171559,20.98899679710018,102.0,94.0,98.0,0
T02_20200215,CHD,28.307407520435472,23.591797398719915,93.0,104.0,98.5,0
T02_20200215,UAA,171.90000534057583,14.162809988796868,138.0,61.0,99.5,0
T02_20200215,KO,29.975000381469727,22.98430240412783,99.0,101.0,100.0,0
T02_20200215,BAX,35.01503736452948,20.07707217046613,110.0,91.0,100.5,0
T02_20200215,BSX,32.546154902531555,21.813883112523676,103.0,99.0,101.0,0
T02_20200215,IFF,56.14462608148244,17.22574349755576,128.0,79.0,103.5,0
T02_20200215,MSFT,29.514332182088477,28.46807924469155,97.0,111.0,104.0,0
T02_20200215,UDR,228.72727134010978,16.154207835320467,139.0,71.0,105.0,0
T02_20200215,IT,34.56009153335813,23.140151186614723,108.0,102.0,105.0,0
T02_20200215,ROP,29.026608350800306,29.988383190250463,94.0,116.0,105.0,0
T02_20200215,ECL,29.4893310894159,29.67477327291108,95.0,115.0,105.0,0
T02_20200215,COST,39.78874969482422,21.524969386549127,115.0,97.0,106.0,0
T02_20200215,ESS,44.836793005219135,21.780574664481787,120.0,98.0,109.0,0
T02_20200215,FIS,62.47619144500248,19.52272452623803,130.0,89.0,109.5,0
T02_20200215,TMO,29.494782820991848,36.52936535311134,96.0,125.0,110.5,0
T02_20200215,CME,36.6833054875753,28.261531269147383,111.0,110.0,110.5,0
T02_20200215,IPGP,33.29117076209166,31.83913295346468,106.0,118.0,112.0,0
T02_20200215,AEE,43.39500045776367,25.96448704506807,119.0,107.0,113.0,0
T02_20200215,XYL,30.08191105448752,37.42212609943254,100.0,126.0,113.0,0
T02_20200215,DHR,34.94508068238755,32.52926372956693,109.0,120.0,114.5,0
T02_20200215,MCO,40.09090715328509,28.927938234471807,117.0,113.0,115.0,0
T02_20200215,MSCI,32.981594842392,38.229678398235144,105.0,128.0,116.5,0
T02_20200215,ABT,37.67227044626444,35.43498232560183,112.0,124.0,118.0,0
T02_20200215,EQR,66.50769160344038,24.808497681604575,132.0,106.0,119.0,0
T02_20200215,RMD,46.96808672965842,31.780199965989762,122.0,117.0,119.5,0
T02_20200215,JKHY,40.39436662700815,34.432460763212944,118.0,123.0,120.5,0
T02_20200215,ALGN,49.0982164655413,33.16597126878685,123.0,122.0,122.5,0
T02_20200215,TFX,39.174264832470556,42.380224474277966,114.0,132.0,123.0,0
T02_20200215,AMT,54.17547568710359,37.86858188656436,127.0,127.0,127.0,0
T02_20200215,BR,39.9607839148029,155.49837694750414,116.0,139.0,127.5,0
T02_20200215,INTU,50.8846168135321,42.2228187064351,125.0,131.0,128.0,0
T02_20200215,EIX,60.740156999723176,44.62243277952843,129.0,133.0,131.0,0
T02_20200215,EQIX,71.20197853063254,40.58985895518364,133.0,130.0,131.5,0
T02_20200215,CCI,51.383901306719224,55.12606245843588,126.0,137.0,131.5,0
T02_20200215,ZBH,129.7734578450521,38.889578141707915,135.0,129.0,132.0,0
T02_20200215,MKTX,64.13543644552992,49.389920317691185,131.0,135.0,133.0,0
T02_20200215,CRM,127.48321942835047,53.15139227662004,134.0,136.0,135.0,0
T02_20200215,DLR,134.18367346938766,47.54122107816954,137.0,134.0,135.5,0
T02_20200215,ADSK,133.0891700307275,69.16998070644436,136.0,138.0,137.0,0
T03_20210215,LUMN,0.9957734347397457,0.5788662480229697,1.0,1.0,1.0,1
T03_20210215,LRCX,2.5901900631529116,1.184680183731636,4.0,2.0,3.0,1
T03_20210215,ORLY,1.164582526794409,1.6331848175835972,2.0,4.0,3.0,1
T03_20210215,NVDA,1.8986358255299216,2.1356004689789168,3.0,5.0,4.0,1
T03_20210215,TSCO,4.154025981952618,1.2921692867506698,7.0,3.0,5.0,1
T03_20210215,KR,6.106115245132995,3.2926198330069254,10.0,7.0,8.5,1
T03_20210215,SRE,2.9671115347950425,5.321952507729303,5.0,12.0,8.5,1
T03_20210215,CVS,8.21816158189066,4.069719579313708,14.0,8.0,11.0,0
T03_20210215,T,11.50913541279142,3.194513818792682,19.0,6.0,12.5,0
T03_20210215,WMT,5.879934774359214,7.00185082930792,9.0,17.0,13.0,0
T03_20210215,LOW,9.246346746456648,5.22032833893829,15.0,11.0,13.0,0
T03_20210215,TSN,11.66547999263234,4.6523587002710025,20.0,9.0,14.5,0
T03_20210215,SEE,9.420940203544422,5.583777684519232,17.0,13.0,15.0,0
T03_20210215,MGM,9.381201124066784,5.78523923202378,16.0,14.0,15.0,0
T03_20210215,VZ,12.234763151905067,5.1394032669258465,22.0,10.0,16.0,0
T03_20210215,FTNT,9.494524249425883,6.41700764145718,18.0,16.0,17.0,0
T03_20210215,ETR,4.836391406200226,9.963276188299531,8.0,29.0,18.5,0
T03_20210215,NRG,2.9888889524671765,10.211610536451463,6.0,32.0,19.0,0
T03_20210215,CPB,7.350628930817611,9.259212198221093,12.0,26.0,19.0,0
T03_20210215,AEP,7.7372047844834215,9.970520352018955,13.0,30.0,21.5,0
T03_20210215,CPRT,14.928750038146973,7.633070303930522,26.0,19.0,22.5,0
T03_20210215,PNW,12.170926907572884,9.925004632503741,21.0,28.0,24.5,0
T03_20210215,EFX,14.09626113296788,9.668454849193953,24.0,27.0,25.5,0
T03_20210215,DG,14.454148915830832,10.016194824758324,25.0,31.0,28.0,0
T03_20210215,DGX,17.82461055771802,9.010278157457675,37.0,25.0,31.0,0
T03_20210215,BBY,18.37042715491318,8.611193161886595,40.0,22.0,31.0,0
T03_20210215,AZO,15.2886669921875,10.619229226823212,29.0,35.0,32.0,0
T03_20210215,ED,18.798941153067126,8.913914139377892,42.0,24.0,33.0,0
T03_20210215,DTE,15.477843320459352,10.682834970480123,31.0,37.0,34.0,0
T03_20210215,CBOE,15.849290671923482,10.623335632528557,32.0,36.0,34.0,0
T03_20210215,UHS,15.032557997592658,12.361219872705503,27.0,42.0,34.5,0
T03_20210215,LNT,15.330159020802332,11.531204386979553,30.0,41.0,35.5,0
T03_20210215,UNH,16.058707937102493,10.705684628876876,33.0,38.0,35.5,0
T03_20210215,WAB,23.074498217563573,8.898088629622467,49.0,23.0,36.0,0
T03_20210215,HOLX,15.08727333762429,12.619242203352554,28.0,44.0,36.0,0
T03_20210215,TMUS,24.637450259995177,8.054605392049904,54.0,21.0,37.5,0
T03_20210215,ATO,17.74853860658047,12.39016758980972,36.0,43.0,39.5,0
T03_20210215,ORCL,18.662722435223284,11.09550157927855,41.0,39.0,40.0,0
T03_20210215,CNC,26.07929549028169,7.360841402563113,64.0,18.0,41.0,0
T03_20210215,PPL,13.866336746971196,15.399876862742792,23.0,59.0,41.0,0
T03_20210215,FE,30.93069284269125,5.821061237835386,73.0,15.0,44.0,0
T03_20210215,STX,18.281012426448772,13.449597627809732,39.0,50.0,44.5,0
T03_20210215,PEG,17.34226204100109,16.597355618861915,35.0,63.0,49.0,0
T03_20210215,EQR,19.17045549912885,14.513983583228864,44.0,55.0,49.5,0
T03_20210215,ODFL,20.683236521819413,13.71801864263359,46.0,53.0,49.5,0
T03_20210215,NTAP,23.521885727391098,13.419360270665813,50.0,49.0,49.5,0
T03_20210215,ESS,17.992652378324355,15.91854432146407,38.0,61.0,49.5,0
T03_20210215,HD,21.799686548752945,13.711026049510542,48.0,52.0,50.0,0
T03_20210215,CSCO,19.145749358513093,15.814825460748398,43.0,60.0,51.5,0
T03_20210215,AKAM,25.982096250099904,12.902809747408835,63.0,47.0,55.0,0
T03_20210215,EXC,16.81954794089888,19.808582058811837,34.0,77.0,55.5,0
T03_20210215,AAP,29.443159452522877,12.725092245954876,67.0,45.0,56.0,0
T03_20210215,MU,33.21132156084168,10.24579552052019,79.0,33.0,56.0,0
T03_20210215,V,6.536737444391882,35.51050142871539,11.0,105.0,58.0,0
T03_20210215,TGT,32.83533322054567,11.246520245450618,77.0,40.0,58.5,0
T03_20210215,ES,20.087263719090874,18.29494659183802,45.0,72.0,58.5,0
T03_20210215,AON,21.372070598512913,19.46383018727834,47.0,75.0,61.0,0
T03_20210215,CBRE,25.29432689044492,17.093419053099367,59.0,66.0,62.5,0
T03_20210215,MCO,25.17344294740148,17.960804904482053,56.0,71.0,63.5,0
T03_20210215,QCOM,24.17973786397697,19.626501590153453,51.0,76.0,63.5,0
T03_20210215,EXPD,25.754667154947917,16.814769209345172,62.0,65.0,63.5,0
T03_20210215,APD,30.580984482742814,15.20133537573208,72.0,56.0,64.0,0
T03_20210215,XEL,30.315271386959285,15.333292096881776,71.0,57.0,64.0,0
T03_20210215,PNR,25.178404257331096,19.181851253317166,57.0,73.0,65.0,0
T03_20210215,RSG,28.429907207548432,16.793522536595738,66.0,64.0,65.0,0
T03_20210215,PSA,43.996205049402576,10.405751559913732,97.0,34.0,65.5,0
T03_20210215,CME,24.681391581952802,20.125254285130758,55.0,78.0,66.5,0
T03_20210215,AEE,24.426666259765625,22.94932026985364,52.0,84.0,68.0,0
T03_20210215,GRMN,24.567668599293643,25.257389488511492,53.0,87.0,70.0,0
T03_20210215,CHD,30.270073883724905,17.800578714450992,70.0,70.0,70.0,0
T03_20210215,BWA,217.42957620059667,8.02536993054376,125.0,20.0,72.5,0
T03_20210215,TER,26.971591602672234,21.187276629638657,65.0,82.0,73.5,0
T03_20210215,BLK,25.270184567240474,25.53858252620638,58.0,89.0,73.5,0
T03_20210215,MLM,34.00102636919482,17.13798626297939,81.0,67.0,74.0,0
T03_20210215,ACN,31.708128229150635,19.24677837488923,75.0,74.0,74.5,0
T03_20210215,KO,25.344999313354492,25.882132586240395,60.0,92.0,76.0,0
T03_20210215,MCHP,48.05722983486681,13.461949033074085,101.0,51.0,76.0,0
T03_20210215,VMC,36.39380530973452,17.59333209599647,85.0,69.0,77.0,0
T03_20210215,AME,25.63157894736842,26.147405753061495,61.0,93.0,77.0,0
T03_20210215,PAYX,32.04301129959816,21.068745486982213,76.0,80.0,78.0,0
T03_20210215,JBHT,50.9690746818621,13.852622327195125,103.0,54.0,78.5,0
T03_20210215,AWK,47.83727882881843,16.19482332166278,100.0,62.0,81.0,0
T03_20210215,PRGO,84.86792366459684,12.86058797372175,116.0,46.0,81.0,0
T03_20210215,COST,35.20459081836327,20.135777859433457,83.0,79.0,81.0,0
T03_20210215,SWKS,29.84251968503937,26.18064461694229,69.0,94.0,81.5,0
T03_20210215,BR,29.673348161166082,27.32795942684886,68.0,96.0,82.0,0
T03_20210215,MHK,45.751351021431596,17.25006702663923,99.0,68.0,83.5,0
T03_20210215,UDR,112.39473443282272,13.325837432874177,120.0,48.0,84.0,0
T03_20210215,EXR,33.01694837667174,25.65906064995688,78.0,91.0,84.5,0
T03_20210215,IRM,72.10869167162024,15.390885485801233,113.0,58.0,85.5,0
T03_20210215,IFF,41.122698637605446,21.1571464466891,91.0,81.0,86.0,0
T03_20210215,TDY,36.21942144370769,25.6548382835094,84.0,90.0,87.0,0
T03_20210215,MSFT,34.26433643261035,30.14038632719808,82.0,101.0,91.5,0
T03_20210215,FFIV,43.87916564941406,25.304305279141907,96.0,88.0,92.0,0
T03_20210215,RMD,38.716216805358656,27.589478449312995,88.0,97.0,92.5,0
T03_20210215,JKHY,37.15306106878787,28.978361732279303,87.0,99.0,93.0,0
T03_20210215,ROP,33.703828852227396,35.65709413908407,80.0,106.0,93.0,0
T03_20210215,C,31.34482811237202,51.46193713726532,74.0,117.0,95.5,0
T03_20210215,IT,59.781043358098444,22.222029976414248,108.0,83.0,95.5,0
T03_20210215,VRSK,63.166666666666664,24.860080909698734,109.0,86.0,97.5,0
