fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,fundamental,0.5448,Outperform,False,NVDA — Score: 0.54 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,valuation,0.7073,Outperform,False,NVDA — Score: 0.71 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,momentum,0.5918,Outperform,False,NVDA — Score: 0.59 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,bear,0.586,Outperform,False,NVDA — Score: 0.59 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,sector_rotation,0.7832,Outperform,False,NVDA — Score: 0.78 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,NVDA,0.9079,Outperform,selected_above_threshold,True,1,meta_learner,0.9079,Outperform,False,NVDA — Score: 0.91 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.16) + Positive net margin (net_margin=0.24) - High debt vs EBITDA (debt_to_ebitda=13.82) - RSI overbought (rsi_14=77.18),"ROE solido=0.165, Margen neto positivo=0.236","Deuda elevada vs EBITDA=13.819, RSI sobrecomprado=77.181","[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.1645264847512038, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2361448867272494, ""direction"": ""positive""}, {""feature"": ""debt_to_ebitda"", ""description"": ""Deuda elevada vs EBITDA"", ""shap_value"": 0.0, ""raw_value"": 13.819444444444445, ""direction"": ""negative""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 77.18096303639985, ""direction"": ""negative""}]"
2020Q1,LRCX,0.9067,Outperform,selected_above_threshold,True,2,fundamental,0.5225,Outperform,False,LRCX — Score: 0.52 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.22) + Positive net margin (net_margin=0.21),"ROE solido=0.224, Margen neto positivo=0.206",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.2238417382722725, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2064114584901564, ""direction"": ""positive""}]"
2020Q1,LRCX,0.9067,Outperform,selected_above_threshold,True,2,valuation,0.6687,Outperform,False,LRCX — Score: 0.67 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.22) + Positive net margin (net_margin=0.21),"ROE solido=0.224, Margen neto positivo=0.206",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.2238417382722725, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2064114584901564, ""direction"": ""positive""}]"
2020Q1,LRCX,0.9067,Outperform,selected_above_threshold,True,2,momentum,0.5473,Outperform,False,LRCX — Score: 0.55 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.22) + Positive net margin (net_margin=0.21),"ROE solido=0.224, Margen neto positivo=0.206",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.2238417382722725, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2064114584901564, ""direction"": ""positive""}]"
2020Q1,LRCX,0.9067,Outperform,selected_above_threshold,True,2,bear,0.5519,Outperform,False,LRCX — Score: 0.55 (Outperform) (Rule-based explanation — install shap for full analysis) + Strong ROE (roe=0.22) + Positive net margin (net_margin=0.21),"ROE solido=0.224, Margen neto positivo=0.206",,"[{""feature"": ""roe"", ""description"": ""ROE solido"", ""shap_value"": 0.0, ""raw_value"": 0.2238417382722725, ""direction"": ""positive""}, {""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2064114584901564, ""direction"": ""positive""}]"
